name,Address 1,Address 2,"City, State Zip",googleMapsUrl,state,postal,source,source_date,address,lat,lng,county,FIPS,FIPS County,FIPS State,County,State,Postal,CensusDivision
"LONGS DRUG STORES CALIFORNIA, L.L.C.",987 E HILLSDALE BLVD,,"FOSTER CITY, CA 94404",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C987%20E%20HILLSDALE%20BLVD%2C+FOSTER%20CITY%2C+CA+94404,CA,94404,DEA,Oct2018,"987 E HILLSDALE BLVD, FOSTER CITY, CA 94404",37.5578870263,-122.2721986438,San Mateo,6081,81,6,San Mateo,California,CA,Pacific
LUCKY PHARMACY #783,777 E MONTE VISTA AVE,,"VACAVILLE, CA 95688",http://maps.google.com/maps?q=LUCKY%20PHARMACY%2C777%20E%20MONTE%20VISTA%20AVE%2C+VACAVILLE%2C+CA+95688,CA,95688,DEA,Oct2018,"777 E MONTE VISTA AVE, VACAVILLE, CA 95688",38.35895,-121.98434,Solano,6095,95,6,Solano,California,CA,Pacific
MARIN MEDICAL PHARMACY,NORTHGATE MEDICAL/DENTAL CTR,750 LAS GALLINAS AVE #104,"SAN RAFAEL, CA 94903",http://maps.google.com/maps?q=MARIN%20MEDICAL%20PHARMACY%2CNORTHGATE%20MEDICAL/DENTAL%20CTR%2C+SAN%20RAFAEL%2C+CA+94903,CA,94903,DEA,Oct2018,"NORTHGATE MEDICAL/DENTAL CTR, 750 LAS GALLINAS AVE #104, SAN RAFAEL, CA 94903",38.007116,-122.546304,Marin,6041,41,6,Marin,California,CA,Pacific
MAXIMART PHARMACY,240 CAMBRIDGE,,"PALO ALTO, CA 94306",http://maps.google.com/maps?q=MAXIMART%20PHARMACY%2C240%20CAMBRIDGE%2C+PALO%20ALTO%2C+CA+94306,CA,94306,DEA,Oct2018,"240 CAMBRIDGE, PALO ALTO, CA 94306",37.4288,-122.14412,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
MEDEX DRUGS,401-405 EAST SANTA CLARA ST,,"SAN JOSE, CA 95113",http://maps.google.com/maps?q=MEDEX%20DRUGS%2C401-405%20EAST%20SANTA%20CLARA%20ST%2C+SAN%20JOSE%2C+CA+95113,CA,95113,DEA,Oct2018,"401-405 EAST SANTA CLARA ST, SAN JOSE, CA 95113",37.34023,-121.88204,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
MIDTOWN PHARMACY PROFESSIONAL CORPORATION,2173 HARBOR BAY PARKWAY,,"ALAMEDA, CA 94502",http://maps.google.com/maps?q=MIDTOWN%20PHARMACY%20PROFESSIONAL%20CORPORATION%2C2173%20HARBOR%20BAY%20PARKWAY%2C+ALAMEDA%2C+CA+94502,CA,94502,DEA,Oct2018,"2173 HARBOR BAY PARKWAY, ALAMEDA, CA 94502",37.7288787,-122.2471031,Alameda,6001,1,6,Alameda,California,CA,Pacific
MISSION PHARMACY,22138 MISSION BLVD,,"HAYWARD, CA 94541",http://maps.google.com/maps?q=MISSION%20PHARMACY%2C22138%20MISSION%20BLVD%2C+HAYWARD%2C+CA+94541,CA,94541,DEA,Oct2018,"22138 MISSION BLVD, HAYWARD, CA 94541",37.676918,-122.08965,Alameda,6001,1,6,Alameda,California,CA,Pacific
"MISSION WELLNESS HEALTHCARE, LLC",2424 MISSION STREET,,"SAN FRANCISCO, CA 94110",http://maps.google.com/maps?q=MISSION%20WELLNESS%20HEALTHCARE%20LLC%2C2424%20MISSION%20STREET%2C+SAN%20FRANCISCO%2C+CA+94110,CA,94110,DEA,Oct2018,"2424 MISSION STREET, SAN FRANCISCO, CA 94110",37.7582,-122.41903,San Francisco,6075,75,6,San Francisco,California,CA,Pacific
MOWRY MEDICAL PHARMACY,1999 MOWRY AVENUE,SUITE #2A,"FREMONT, CA 94538",http://maps.google.com/maps?q=MOWRY%20MEDICAL%20PHARMACY%2C1999%20MOWRY%20AVENUE%2C+FREMONT%2C+CA+94538,CA,94538,DEA,Oct2018,"1999 MOWRY AVENUE, SUITE #2A, FREMONT, CA 94538",37.55851,-121.98042,Alameda,6001,1,6,Alameda,California,CA,Pacific
NEMS - CLEMENT PHARMACY,1019 CLEMENT ST,,"SAN FRANCISCO, CA 94118",http://maps.google.com/maps?q=NEMS%20%20CLEMENT%20PHARMACY%2C1019%20CLEMENT%20ST%2C+SAN%20FRANCISCO%2C+CA+94118,CA,94118,DEA,Oct2018,"1019 CLEMENT ST, SAN FRANCISCO, CA 94118",37.782665,-122.47026,San Francisco,6075,75,6,San Francisco,California,CA,Pacific
NEMS- EASTMOOR PHARMACY,211 EASTMOOR AVE,,"DALY CITY, CA 94015",http://maps.google.com/maps?q=NEMS%20EASTMOOR%20PHARMACY%2C211%20EASTMOOR%20AVE%2C+DALY%20CITY%2C+CA+94015,CA,94015,DEA,Oct2018,"211 EASTMOOR AVE, DALY CITY, CA 94015",37.684784,-122.47899,San Mateo,6081,81,6,San Mateo,California,CA,Pacific
NEMS- LUNDY PHARMACY,1870 LUNDY AVE,,"SAN JOSE, CA 95131",http://maps.google.com/maps?q=NEMS%20LUNDY%20PHARMACY%2C1870%20LUNDY%20AVE%2C+SAN%20JOSE%2C+CA+95131,CA,95131,DEA,Oct2018,"1870 LUNDY AVE, SAN JOSE, CA 95131",37.392727,-121.89042,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
NEMS-NORIEGA PHARMACY,1400 NORIEGA ST,,"SAN FRANCISCO, CA 94122",http://maps.google.com/maps?q=NEMSNORIEGA%20PHARMACY%2C1400%20NORIEGA%20ST%2C+SAN%20FRANCISCO%2C+CA+94122,CA,94122,DEA,Oct2018,"1400 NORIEGA ST, SAN FRANCISCO, CA 94122",37.754158,-122.47867,San Francisco,6075,75,6,San Francisco,California,CA,Pacific
NEMS-SAN BRUNO PHARMACY,2574 SAN BRUNO AVE,,"SAN FRANCISCO, CA 94134",http://maps.google.com/maps?q=NEMSSAN%20BRUNO%20PHARMACY%2C2574%20SAN%20BRUNO%20AVE%2C+SAN%20FRANCISCO%2C+CA+94134,CA,94134,DEA,Oct2018,"2574 SAN BRUNO AVE, SAN FRANCISCO, CA 94134",37.7291638163,-122.4043442245,San Francisco,6075,75,6,San Francisco,California,CA,Pacific
NEW OAKLAND PHARMACY - LAKE MERRITT,250 E18TH ST,3RD FLOOR,"OAKLAND, CA 94606",http://maps.google.com/maps?q=NEW%20OAKLAND%20PHARMACY%20%20LAKE%20MERRITT%2C250%20E18TH%20ST%2C+OAKLAND%2C+CA+94606,CA,94606,DEA,Oct2018,"250 E18TH ST, 3RD FLOOR, OAKLAND, CA 94606",37.800222,-122.252573,Alameda,6001,1,6,Alameda,California,CA,Pacific
NEW OAKLAND PHARMACY_#1,333 9TH ST,,"OAKLAND, CA 94607",http://maps.google.com/maps?q=NEW%20OAKLAND%20PHARMACY%2C333%209TH%20ST%2C+OAKLAND%2C+CA+94607,CA,94607,DEA,Oct2018,"333 9TH ST, OAKLAND, CA 94607",37.799778,-122.27057,Alameda,6001,1,6,Alameda,California,CA,Pacific
NEWARK HALLER'S PHARMACY,6170 THORNTON AVE SUITE E,,"NEWARK, CA 94560",http://maps.google.com/maps?q=NEWARK%20HALLERS%20PHARMACY%2C6170%20THORNTON%20AVE%20SUITE%20E%2C+NEWARK%2C+CA+94560,CA,94560,DEA,Oct2018,"6170 THORNTON AVE SUITE E, NEWARK, CA 94560",37.536015,-122.031235,Alameda,6001,1,6,Alameda,California,CA,Pacific
NORTH EAST MEDICAL SERVICES,1520 STOCKTON STREET,,"SAN FRANCISCO, CA 94133",http://maps.google.com/maps?q=NORTH%20EAST%20MEDICAL%20SERVICES%2C1520%20STOCKTON%20STREET%2C+SAN%20FRANCISCO%2C+CA+94133,CA,94133,DEA,Oct2018,"1520 STOCKTON STREET, SAN FRANCISCO, CA 94133",37.799706,-122.409035,San Francisco,6075,75,6,San Francisco,California,CA,Pacific
OAKLAND PHARMACY INC.,388 - 9TH STREET,#108,"OAKLAND, CA 94607",http://maps.google.com/maps?q=OAKLAND%20PHARMACY%20INC%2C388%20-%209TH%20STREET%2C+OAKLAND%2C+CA+94607,CA,94607,DEA,Oct2018,"388 - 9TH STREET, #108, OAKLAND, CA 94607",37.800316,-122.27187,Alameda,6001,1,6,Alameda,California,CA,Pacific
"OMEGAMARG PHARMACY, INC",121 TUNSTEAD AVENUE,,"SAN ANSELMO, CA 94960",http://maps.google.com/maps?q=OMEGAMARG%20PHARMACY%20INC%2C121%20TUNSTEAD%20AVENUE%2C+SAN%20ANSELMO%2C+CA+94960,CA,94960,DEA,Oct2018,"121 TUNSTEAD AVENUE, SAN ANSELMO, CA 94960",37.974163,-122.563286,Marin,6041,41,6,Marin,California,CA,Pacific
ONE COMMUNITY HEALTH PHARMACY,1500 21ST ST BLDG B STE 1-036,,"SACRAMENTO, CA 95811",http://maps.google.com/maps?q=ONE%20COMMUNITY%20HEALTH%20PHARMACY%2C1500%2021ST%20ST%20BLDG%20B%20STE%201-036%2C+SACRAMENTO%2C+CA+95811,CA,95811,DEA,Oct2018,"1500 21ST ST BLDG B STE 1-036, SACRAMENTO, CA 95811",38.57077,-121.48099,Sacramento,6067,67,6,Sacramento,California,CA,Pacific
ONESOURCE COMPOUNDING PHARMACY,104 WHISPERING PINES DRIVE SUITE 105,,"SCOTTS VALLEY, CA 95066",http://maps.google.com/maps?q=ONESOURCE%20COMPOUNDING%20PHARMACY%2C104%20WHISPERING%20PINES%20DRIVE%20SUITE%20105%2C+SCOTTS%20VALLEY%2C+CA+95066,CA,95066,DEA,Oct2018,"104 WHISPERING PINES DRIVE SUITE 105, SCOTTS VALLEY, CA 95066",37.04245,-122.02733,Santa Cruz,6087,87,6,Santa Cruz,California,CA,Pacific
POST DIVISADERO MEDICAL PHCY,2299 POST STREET,SUITE 109,"SAN FRANCISCO, CA 94115",http://maps.google.com/maps?q=POST%20DIVISADERO%20MEDICAL%20PHCY%2C2299%20POST%20STREET%2C+SAN%20FRANCISCO%2C+CA+94115,CA,94115,DEA,Oct2018,"2299 POST STREET, SUITE 109, SAN FRANCISCO, CA 94115",37.784317,-122.4396,San Francisco,6075,75,6,San Francisco,California,CA,Pacific
PUCCI'S PHARMACY,2821 J STREET,,"SACRAMENTO, CA 95816",http://maps.google.com/maps?q=PUCCIS%20PHARMACY%2C2821%20J%20STREET%2C+SACRAMENTO%2C+CA+95816,CA,95816,DEA,Oct2018,"2821 J STREET, SACRAMENTO, CA 95816",38.573772,-121.468895,Sacramento,6067,67,6,Sacramento,California,CA,Pacific
"RELIABLE REXALL SUNSET PHARMACY, INC",801 IRVING STREET,,"SAN FRANCISCO, CA 94122",http://maps.google.com/maps?q=RELIABLE%20REXALL%20SUNSET%20PHARMACY%20INC%2C801%20IRVING%20STREET%2C+SAN%20FRANCISCO%2C+CA+94122,CA,94122,DEA,Oct2018,"801 IRVING STREET, SAN FRANCISCO, CA 94122",37.764023,-122.46636,San Francisco,6075,75,6,San Francisco,California,CA,Pacific
RIDEOUT MEMORIAL HOSPITAL PHARMACY,726 4TH STREET,,"MARYSVILLE, CA 95901",http://maps.google.com/maps?q=RIDEOUT%20MEMORIAL%20HOSPITAL%20PHARMACY%2C726%204TH%20STREET%2C+MARYSVILLE%2C+CA+95901,CA,95901,DEA,Oct2018,"726 4TH STREET, MARYSVILLE, CA 95901",39.1388593,-121.5934110633,Yuba,6115,115,6,Yuba,California,CA,Pacific
RODERICK PHARMACY GROUP INC,DBA RX EXPRESS PHARMACY,711 E MARKET STREET,"STOCKTON, CA 95202",http://maps.google.com/maps?q=RODERICK%20PHARMACY%20GROUP%20INC%2CDBA%20RX%20EXPRESS%20PHARMACY%2C+STOCKTON%2C+CA+95202,CA,95202,DEA,Oct2018,"DBA RX EXPRESS PHARMACY, 711 E MARKET STREET, STOCKTON, CA 95202",37.95331,-121.2836197,San Joaquin,6077,77,6,San Joaquin,California,CA,Pacific
"SACRAMENTO STATE, STUDENT HEALTH SERVICES PHARMACY",THE WELL 6000 J STREET 1ST FL,,"SACRAMENTO, CA 95819",http://maps.google.com/maps?q=SACRAMENTO%20STATE%20STUDENT%20HEALTH%20SERVICES%20PHARMACY%2CTHE%20WELL%206000%20J%20STREET%201ST%20FL%2C+SACRAMENTO%2C+CA+95819,CA,95819,DEA,Oct2018,"THE WELL 6000 J STREET 1ST FL, SACRAMENTO, CA 95819",38.5567947,-121.4234619,Sacramento,6067,67,6,Sacramento,California,CA,Pacific
SAN LEANDRO HOSPITAL,13855 E 14TH STREET,,"SAN LEANDRO, CA 94578",http://maps.google.com/maps?q=SAN%20LEANDRO%20HOSPITAL%2C13855%20E%2014TH%20STREET%2C+SAN%20LEANDRO%2C+CA+94578,CA,94578,DEA,Oct2018,"13855 E 14TH STREET, SAN LEANDRO, CA 94578",37.71309415,-122.1428675834,Alameda,6001,1,6,Alameda,California,CA,Pacific
SAN MATEO MEDICAL CENTER,222 W. 39TH AVE,,"SAN MATEO, CA 94403",http://maps.google.com/maps?q=SAN%20MATEO%20MEDICAL%20CENTER%2C222%20W.%2039TH%20AVE%2C+SAN%20MATEO%2C+CA+94403,CA,94403,DEA,Oct2018,"222 W. 39TH AVE, SAN MATEO, CA 94403",37.53045,-122.298615,San Mateo,6081,81,6,San Mateo,California,CA,Pacific
SAN MATEO NEIGHBORHOOD PHARMACY,9 37TH AVENUE,,"SAN MATEO, CA 94403",http://maps.google.com/maps?q=SAN%20MATEO%20NEIGHBORHOOD%20PHARMACY%2C9%2037TH%20AVENUE%2C+SAN%20MATEO%2C+CA+94403,CA,94403,DEA,Oct2018,"9 37TH AVENUE, SAN MATEO, CA 94403",37.53432,-122.2948,San Mateo,6081,81,6,San Mateo,California,CA,Pacific
SAVCO PHARMACY,455 OCONNOR DR,SUITE 190,"SAN JOSE, CA 95128",http://maps.google.com/maps?q=SAVCO%20PHARMACY%2C455%20OCONNOR%20DR%2C+SAN%20JOSE%2C+CA+95128,CA,95128,DEA,Oct2018,"455 OCONNOR DR, SUITE 190, SAN JOSE, CA 95128",37.327103,-121.94014,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
SCRIPTDASH INC.,1400 TENNESSEE STREET UNIT 2,,"SAN FRANCISCO, CA 94107",http://maps.google.com/maps?q=SCRIPTDASH%20INC%2C1400%20TENNESSEE%20STREET%20UNIT%202%2C+SAN%20FRANCISCO%2C+CA+94107,CA,94107,DEA,Oct2018,"1400 TENNESSEE STREET UNIT 2, SAN FRANCISCO, CA 94107",37.75399,-122.388885,San Francisco,6075,75,6,San Francisco,California,CA,Pacific
SF GENERAL HOSPITAL MED CEN,DEPT OF PHARMACY ROOM 1P2,1001 POTRERO AVE,"SAN FRANCISCO, CA 94110",http://maps.google.com/maps?q=SF%20GENERAL%20HOSPITAL%20MED%20CEN%2CDEPT%20OF%20PHARMACY%20ROOM%201P2%2C+SAN%20FRANCISCO%2C+CA+94110,CA,94110,DEA,Oct2018,"DEPT OF PHARMACY ROOM 1P2, 1001 POTRERO AVE, SAN FRANCISCO, CA 94110",37.755294,-122.405367,San Francisco,6075,75,6,San Francisco,California,CA,Pacific
SORCI HEALTHCARE PHARMACY,15714 LOS GATOS BLVD STE A,,"LOS GATOS, CA 95032",http://maps.google.com/maps?q=SORCI%20HEALTHCARE%20PHARMACY%2C15714%20LOS%20GATOS%20BLVD%20STE%20A%2C+LOS%20GATOS%2C+CA+95032,CA,95032,DEA,Oct2018,"15714 LOS GATOS BLVD STE A, LOS GATOS, CA 95032",37.23977,-121.96114,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
STANFORD EMERYVILLE HEALTH CENTER PHARMACY,"5800 HOLLIS STREET, ROOM 2325",,"EMERYVILLE, CA 94608",http://maps.google.com/maps?q=STANFORD%20EMERYVILLE%20HEALTH%20CENTER%20PHARMACY%2C5800%20HOLLIS%20STREET%2C%20ROOM%202325%2C+EMERYVILLE%2C+CA+94608,CA,94608,DEA,Oct2018,"5800 HOLLIS STREET, ROOM 2325, EMERYVILLE, CA 94608",37.83962,-122.28923,Alameda,6001,1,6,Alameda,California,CA,Pacific
STANFORD HEALTH CARE PHARMACY,875 BLAKE WILBUR DR STE CC1102,,"PALO ALTO, CA 94305",http://maps.google.com/maps?q=STANFORD%20HEALTH%20CARE%20PHARMACY%2C875%20BLAKE%20WILBUR%20DR%20STE%20CC1102%2C+PALO%20ALTO%2C+CA+94305,CA,94305,DEA,Oct2018,"875 BLAKE WILBUR DR STE CC1102, PALO ALTO, CA 94305",37.4358922,-122.178406,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
STUDENT HLTH CENTER PHARMACY,SONOMA STATE UNIVERSITY,1801 EAST COTATI AVENUE,"ROHNERT PARK, CA 94928",http://maps.google.com/maps?q=STUDENT%20HLTH%20CENTER%20PHARMACY%2CSONOMA%20STATE%20UNIVERSITY%2C+ROHNERT%20PARK%2C+CA+94928,CA,94928,DEA,Oct2018,"SONOMA STATE UNIVERSITY, 1801 EAST COTATI AVENUE, ROHNERT PARK, CA 94928",38.3393866,-122.6741812,Sonoma,6097,97,6,Sonoma,California,CA,Pacific
STUDENT HLTH SERVICE PHARMACY,SAN FRANCISCO STATE UNIVERSITY,1600 HOLLOWAY AVE,"SAN FRANCISCO, CA 94132",http://maps.google.com/maps?q=STUDENT%20HLTH%20SERVICE%20PHARMACY%2CSAN%20FRANCISCO%20STATE%20UNIVERSITY%2C+SAN%20FRANCISCO%2C+CA+94132,CA,94132,DEA,Oct2018,"SAN FRANCISCO STATE UNIVERSITY, 1600 HOLLOWAY AVE, SAN FRANCISCO, CA 94132",37.721897,-122.4782094,San Francisco,6075,75,6,San Francisco,California,CA,Pacific
SUNSHINE CENTER PHARMACY,1166 OLD MISSION ROAD,,"SOUTH SAN FRANCISCO, CA 94080",http://maps.google.com/maps?q=SUNSHINE%20CENTER%20PHARMACY%2C1166%20OLD%20MISSION%20ROAD%2C+SOUTH%20SAN%20FRANCISCO%2C+CA+94080,CA,94080,DEA,Oct2018,"1166 OLD MISSION ROAD, SOUTH SAN FRANCISCO, CA 94080",37.660767,-122.438065,San Mateo,6081,81,6,San Mateo,California,CA,Pacific
TEDS DRUGS,27453 HESPERIAN BLVD.,,"HAYWARD, CA 94545",http://maps.google.com/maps?q=TEDS%20DRUGS%2C27453%20HESPERIAN%20BLVD.%2C+HAYWARD%2C+CA+94545,CA,94545,DEA,Oct2018,"27453 HESPERIAN BLVD., HAYWARD, CA 94545",37.62989,-122.09619,Alameda,6001,1,6,Alameda,California,CA,Pacific
TENNYSON PHARMACY,589 WEST TENNYSON ROAD,,"HAYWARD, CA 94544",http://maps.google.com/maps?q=TENNYSON%20PHARMACY%2C589%20WEST%20TENNYSON%20ROAD%2C+HAYWARD%2C+CA+94544,CA,94544,DEA,Oct2018,"589 WEST TENNYSON ROAD, HAYWARD, CA 94544",37.632366,-122.06777,Alameda,6001,1,6,Alameda,California,CA,Pacific
THE MEDICINE SHOPPE PHARMACY,812 5TH ST.,,"MARYSVILLE, CA 95901",http://maps.google.com/maps?q=THE%20MEDICINE%20SHOPPE%20PHARMACY%2C812%205TH%20ST.%2C+MARYSVILLE%2C+CA+95901,CA,95901,DEA,Oct2018,"812 5TH ST., MARYSVILLE, CA 95901",39.139782,-121.595604,Yuba,6115,115,6,Yuba,California,CA,Pacific
UNITED PHARMACY,2929 TELEGRAPH AVENUE,,"BERKELEY, CA 94705",http://maps.google.com/maps?q=UNITED%20PHARMACY%2C2929%20TELEGRAPH%20AVENUE%2C+BERKELEY%2C+CA+94705,CA,94705,DEA,Oct2018,"2929 TELEGRAPH AVENUE, BERKELEY, CA 94705",37.857021,-122.259409,Alameda,6001,1,6,Alameda,California,CA,Pacific
UNIV OF CAL,"TANG CENTER, 2222 BANCROFT WAY",ROOM 1115,"BERKELEY, CA 94720",http://maps.google.com/maps?q=UNIV%20OF%20CAL%2CTANG%20CENTER%2C%202222%20BANCROFT%20WAY%2C+BERKELEY%2C+CA+94720,CA,94720,DEA,Oct2018,"TANG CENTER, 2222 BANCROFT WAY, ROOM 1115, BERKELEY, CA 94720",37.867964,-122.265041,Alameda,6001,1,6,Alameda,California,CA,Pacific
USAF 9MDG/SGSM FM4686,15301 WARREN SHINGLE RD,,"BEALE AFB, CA 95903",http://maps.google.com/maps?q=USAF%20MDGSGSM%20FM%2C15301%20WARREN%20SHINGLE%20RD%2C+BEALE%20AFB%2C+CA+95903,CA,95903,DEA,Oct2018,"15301 WARREN SHINGLE RD, BEALE AFB, CA 95903",39.112971,-121.365619,Yuba,6115,115,6,Yuba,California,CA,Pacific
USAF- DAVID GRANT MEDICAL CENTER,BLDG 777 1ST FLOOR WEST WING,101 BODIN CIRCLE,"TRAVIS AFB, CA 94535",http://maps.google.com/maps?q=USAF%20DAVID%20GRANT%20MEDICAL%20CENTER%2CBLDG%20777%201ST%20FLOOR%20WEST%20WING%2C+TRAVIS%20AFB%2C+CA+94535,CA,94535,DEA,Oct2018,"BLDG 777 1ST FLOOR WEST WING, 101 BODIN CIRCLE, TRAVIS AFB, CA 94535",38.267934,-121.960664,Solano,6095,95,6,Solano,California,CA,Pacific
USAF-BASE EXCHANGE PHARMACY,461 SKYMASTER CIRCLE,"BLDG 650, ROOM 149","TRAVIS AFB, CA 94535",http://maps.google.com/maps?q=USAFBASE%20EXCHANGE%20PHARMACY%2C461%20SKYMASTER%20CIRCLE%2C+TRAVIS%20AFB%2C+CA+94535,CA,94535,DEA,Oct2018,"461 SKYMASTER CIRCLE, BLDG 650, ROOM 149, TRAVIS AFB, CA 94535",38.269758,-121.948239,Solano,6095,95,6,Solano,California,CA,Pacific
VASCONI DRUGS,1381 MAIN ST,,"SAINT HELENA, CA 94574",http://maps.google.com/maps?q=VASCONI%20DRUGS%2C1381%20MAIN%20ST%2C+SAINT%20HELENA%2C+CA+94574,CA,94574,DEA,Oct2018,"1381 MAIN ST, SAINT HELENA, CA 94574",38.50505,-122.469986,Napa,6055,55,6,Napa,California,CA,Pacific
VET ADMINISTRATION,2221 MARTIN LUTHER KING JR WAY,PHARMACY SERVICE,"OAKLAND, CA 94612",http://maps.google.com/maps?q=VET%20ADMINISTRATION%2C2221%20MARTIN%20LUTHER%20KING%20JR%20WAY%2C+OAKLAND%2C+CA+94612,CA,94612,DEA,Oct2018,"2221 MARTIN LUTHER KING JR WAY, PHARMACY SERVICE, OAKLAND, CA 94612",37.812006,-122.273258,Alameda,6001,1,6,Alameda,California,CA,Pacific
VISITACION VALLEY PHARMACY,100 LELAND AVE,,"SAN FRANCISCO, CA 94134",http://maps.google.com/maps?q=VISITACION%20VALLEY%20PHARMACY%2C100%20LELAND%20AVE%2C+SAN%20FRANCISCO%2C+CA+94134,CA,94134,DEA,Oct2018,"100 LELAND AVE, SAN FRANCISCO, CA 94134",37.71195,-122.40563,San Francisco,6075,75,6,San Francisco,California,CA,Pacific
VITACARE PHARMACY,2447 TELEGRAPH AVE,,"OAKLAND, CA 94612",http://maps.google.com/maps?q=VITACARE%20PHARMACY%2C2447%20TELEGRAPH%20AVE%2C+OAKLAND%2C+CA+94612,CA,94612,DEA,Oct2018,"2447 TELEGRAPH AVE, OAKLAND, CA 94612",37.81394,-122.26859,Alameda,6001,1,6,Alameda,California,CA,Pacific
WALGREEN CO,45 S EL CAMINO REAL,,"MILLBRAE, CA 94030",http://maps.google.com/maps?q=WALGREEN%20CO%2C45%20S%20EL%20CAMINO%20REAL%2C+MILLBRAE%2C+CA+94030,CA,94030,DEA,Oct2018,"45 S EL CAMINO REAL, MILLBRAE, CA 94030",37.5991283732,-122.3883220633,San Mateo,6081,81,6,San Mateo,California,CA,Pacific
WALGREEN CO.,1050 REDWOOD STREET,,"VALLEJO, CA 94590",http://maps.google.com/maps?q=WALGREEN%20CO%2C1050%20REDWOOD%20STREET%2C+VALLEJO%2C+CA+94590,CA,94590,DEA,Oct2018,"1050 REDWOOD STREET, VALLEJO, CA 94590",38.122368,-122.25065,Solano,6095,95,6,Solano,California,CA,Pacific
WALGREEN CO.,11565 SAN PABLO AVE,,"EL CERRITO, CA 94530",http://maps.google.com/maps?q=WALGREEN%20CO%2C11565%20SAN%20PABLO%20AVE%2C+EL%20CERRITO%2C+CA+94530,CA,94530,DEA,Oct2018,"11565 SAN PABLO AVE, EL CERRITO, CA 94530",37.92522,-122.31836,Contra Costa,6013,13,6,Contra Costa,California,CA,Pacific
WALGREEN CO.,1189 POTRERO AVE,,"SAN FRANCISCO, CA 94110",http://maps.google.com/maps?q=WALGREEN%20CO%2C1189%20POTRERO%20AVE%2C+SAN%20FRANCISCO%2C+CA+94110,CA,94110,DEA,Oct2018,"1189 POTRERO AVE, SAN FRANCISCO, CA 94110",37.753185,-122.406334,San Francisco,6075,75,6,San Francisco,California,CA,Pacific
WALGREEN CO.,121 E EL CAMINO REAL,,"MOUNTAIN VIEW, CA 94040",http://maps.google.com/maps?q=WALGREEN%20CO%2C121%20E%20EL%20CAMINO%20REAL%2C+MOUNTAIN%20VIEW%2C+CA+94040,CA,94040,DEA,Oct2018,"121 E EL CAMINO REAL, MOUNTAIN VIEW, CA 94040",37.37807,-122.067665,Santa Clara,6085,85,6,Santa Clara,California,CA,Pacific
WALGREEN CO.,12120 NEW AIRPORT RD,,"AUBURN, CA 95603",http://maps.google.com/maps?q=WALGREEN%20CO%2C12120%20NEW%20AIRPORT%20RD%2C+AUBURN%2C+CA+95603,CA,95603,DEA,Oct2018,"12120 NEW AIRPORT RD, AUBURN, CA 95603",38.942533,-121.0792652,Placer,6061,61,6,Placer,California,CA,Pacific
WALGREEN CO.,1351 W CAPITOL AVE,,"WEST SACRAMENTO, CA 95691",http://maps.google.com/maps?q=WALGREEN%20CO%2C1351%20W%20CAPITOL%20AVE%2C+WEST%20SACRAMENTO%2C+CA+95691,CA,95691,DEA,Oct2018,"1351 W CAPITOL AVE, WEST SACRAMENTO, CA 95691",38.5819289943,-121.5122641649,Yolo,6113,113,6,Yolo,California,CA,Pacific
WALGREEN CO.,15500 WASHINGTON AVE,,"SAN LEANDRO, CA 94579",http://maps.google.com/maps?q=WALGREEN%20CO%2C15500%20WASHINGTON%20AVE%2C+SAN%20LEANDRO%2C+CA+94579,CA,94579,DEA,Oct2018,"15500 WASHINGTON AVE, SAN LEANDRO, CA 94579",37.685146,-122.13881,Alameda,6001,1,6,Alameda,California,CA,Pacific
WALGREEN CO.,1718 SOQUEL AVENUE,,"SANTA CRUZ, CA 95062",http://maps.google.com/maps?q=WALGREEN%20CO%2C1718%20SOQUEL%20AVENUE%2C+SANTA%20CRUZ%2C+CA+95062,CA,95062,DEA,Oct2018,"1718 SOQUEL AVENUE, SANTA CRUZ, CA 95062",36.981445,-122.00271,Santa Cruz,6087,87,6,Santa Cruz,California,CA,Pacific
WALGREEN CO.,201 FRONT ST.,,"SANTA CRUZ, CA 95060",http://maps.google.com/maps?q=WALGREEN%20CO%2C201%20FRONT%20ST.%2C+SANTA%20CRUZ%2C+CA+95060,CA,95060,DEA,Oct2018,"201 FRONT ST., SANTA CRUZ, CA 95060",36.968544,-122.02364,Santa Cruz,6087,87,6,Santa Cruz,California,CA,Pacific
WALGREEN CO.,210 MT HERMON RD,,"SCOTTS VALLEY, CA 95066",http://maps.google.com/maps?q=WALGREEN%20CO%2C210%20MT%20HERMON%20RD%2C+SCOTTS%20VALLEY%2C+CA+95066,CA,95066,DEA,Oct2018,"210 MT HERMON RD, SCOTTS VALLEY, CA 95066",37.04422,-122.02587,Santa Cruz,6087,87,6,Santa Cruz,California,CA,Pacific
